,DestinationCity,OriginCity,AirlineStatus,Age,Gender,PriceSensitivity,YearOfFirstFlight,FLightsPerYear,Loyalty,TypeOfTravel,TotalFreqFlyAccount,ShoppingAmount,FoodExpenses,Class,FlightDate,PartnerCode,ScheduleDepHour,DepartureDelayInMin,ArrivalDelayInMin,FlightCancelled,FlightDuration,Distance,LikelihoodRecommendScore,OriginLong,OriginLat,DestLong,DestLat,DestinationState,OriginState,AgeGroup
5461,Phoenix,Chicago,Blue,45,Female,1,2011,5,0.5,Business travel,1,0,65,Eco,1/11/2014,WN,18,25,8,No,194,1444,10,-87.8954,41.8271,-111.97,33.4941,AZ,IL,36-54
5463,Las Vegas,Amarillo,Silver,37,Female,1,2011,12,0.04,Personal Travel,4,35,47,Eco,3/13/2014,WN,12,1,1,No,117,758,6,-101.8491,35.1975,-115.1672,36.1349,NV,TX,36-54
5471,Dallas,Houston,Gold,38,Male,2,2010,27,-0.4595,Business travel,0,0,60,Eco,2/18/2014,WN,11,21,12,No,44,239,7,-95.3935,29.7843,-96.972,32.8127,TX,TX,36-54
5472,Philadelphia,Tampa,Silver,38,Female,1,2003,15,0.3182,Business travel,2,0,30,Eco,2/4/2014,WN,17,2,0,No,119,920,9,-82.5132,28.0062,-75.2984,39.9733,PA,FL,36-54
5473,Asheville,Atlanta,Blue,41,Female,2,2009,17,-0.7895,Business travel,0,0,0,Eco Plus,2/9/2014,EV,14,11,6,No,34,164,7,-84.3319,33.8241,-82.6642,35.5371,NC,GA,36-54
5474,Detroit,Philadelphia,Silver,46,Female,1,2012,11,-0.8333,Business travel,0,30,280,Eco,3/3/2014,EV,9,0,21,No,75,453,7,-75.2984,39.9733,-83.2276,42.49,MI,PA,36-54
5476,Cincinnati,Atlanta,Blue,51,Male,2,2007,27,-0.9286,Business travel,0,0,35,Eco,3/11/2014,DL,9,0,2,No,56,373,9,-84.3319,33.8241,-84.462,39.1855,OH,GA,36-54
5482,Denver,Los Angeles,Silver,46,Female,1,2005,20,-0.3793,Business travel,0,0,120,Eco,3/20/2014,MQ,15,2,0,No,103,862,10,-118.1043,33.9827,-104.9551,39.7108,CO,CA,36-54
5483,St. Louis,Chicago,Silver,53,Female,1,2010,18,-0.8947,Business travel,0,0,45,Eco,2/4/2014,AA,12,0,0,No,57,258,10,-87.8954,41.8271,-90.3409,38.6307,MO,IL,36-54
5484,Los Angeles,Denver,Silver,53,Male,1,2005,21,-0.6154,Personal Travel,0,30,15,Eco,2/16/2014,MQ,15,72,89,No,141,862,6,-104.9551,39.7108,-118.1043,33.9827,CA,CO,36-54
5485,Chicago,Kansas City,Platinum,46,Male,1,2009,21,-0.2,Business travel,2,5,90,Eco,2/25/2014,MQ,13,16,2,No,57,403,10,-94.5949,39.0398,-87.8954,41.8271,IL,MO,36-54
5487,Phoenix,Atlanta,Blue,50,Male,1,2012,44,-0.913,Personal Travel,0,0,30,Eco,3/9/2014,DL,8,0,0,No,208,1587,6,-84.3319,33.8241,-111.97,33.4941,AZ,GA,36-54
5490,Columbus,Phoenix,Blue,49,Male,1,2006,38,-0.8095,Business travel,2,20,20,Eco,1/15/2014,US,9,0,14,No,224,1670,8,-111.97,33.4941,-82.9685,40.0212,OH,AZ,36-54
5492,Chicago,Denver,Blue,51,Male,1,2007,28,-0.8667,Business travel,0,0,20,Eco,1/26/2014,OU,19,6,18,No,101,888,4,-104.9551,39.7108,-87.8954,41.8271,IL,CO,36-54
5494,New York,Rochester,Gold,50,Male,1,2003,28,-0.4737,Business travel,0,0,50,Eco,1/12/2014,B6,6,NA,NA,Yes,0,264,9,-77.5682,43.1376,-73.9702,40.7184,NY,NY,36-54
5495,Las Vegas,Charlotte,Blue,39,Male,1,2011,3,0.6471,Mileage tickets,2,0,60,Eco,1/6/2014,US,20,30,33,No,276,1916,7,-80.8158,35.2497,-115.1672,36.1349,NV,NC,36-54
5498,Phoenix,Philadelphia,Gold,40,Female,2,2008,27,-0.3171,Personal Travel,1,0,150,Eco,1/6/2014,WN,12,NA,NA,Yes,0,2075,4,-75.2984,39.9733,-111.97,33.4941,AZ,PA,36-54
5499,San Francisco,Mammoth Lakes,Platinum,48,Female,1,2012,33,-0.32,Mileage tickets,1,60,40,Eco,3/20/2014,OO,17,0,0,No,37,193,7,-118.9795,37.6426,-122.1585,37.6712,CA,CA,36-54
5503,Houston,New York,Blue,45,Male,1,2011,28,-0.4737,Business travel,0,250,40,Eco,2/28/2014,OU,10,0,0,No,207,1416,9,-73.9702,40.7184,-95.3935,29.7843,TX,NY,36-54
5504,Washington,Miami,Silver,51,Female,1,2006,11,-0.2222,Personal Travel,1,5,120,Eco,1/19/2014,AA,9,17,11,No,119,919,10,-80.2314,26.1756,-77.1897,38.8974,DC,FL,36-54
5505,Salt Lake City,Idaho Falls,Blue,36,Female,1,2010,2,0.875,Business travel,2,5,45,Eco,3/27/2014,OO,6,0,0,No,37,188,9,-112.0008,43.4952,-111.9295,40.6408,UT,ID,36-54
5514,Oklahoma City,Washington,Silver,45,Female,2,2007,4,0.2,Mileage tickets,1,0,210,Eco,3/18/2014,OO,17,11,45,No,184,1136,8,-77.1897,38.8974,-97.5243,35.5048,OK,DC,36-54
5517,Houston,Huntsville,Platinum,40,Female,1,2012,9,0.55,Business travel,2,10,25,Business,1/7/2014,EV,5,7,16,No,94,595,7,-86.6378,34.7414,-95.3935,29.7843,TX,AL,36-54
5519,San Jose,Salt Lake City,Blue,38,Male,1,2010,19,-0.9,Business travel,0,0,70,Eco,3/4/2014,OO,15,0,0,No,101,584,9,-111.9295,40.6408,-121.9451,37.3298,CA,UT,36-54
5521,Phoenix,San Jose,Silver,40,Female,1,2008,17,0.0811,Personal Travel,2,0,165,Eco,1/30/2014,WN,11,12,1,No,81,621,6,-121.9451,37.3298,-111.97,33.4941,AZ,CA,36-54
5524,Phoenix,Cleveland,Silver,44,Male,2,2007,7,0.1765,Business travel,0,0,0,Eco,1/3/2014,OU,8,0,0,No,236,1737,9,-81.6054,41.4436,-111.97,33.4941,AZ,OH,36-54
5525,Atlanta,Chicago,Gold,50,Female,1,2008,10,-0.25,Business travel,1,105,30,Eco,2/21/2014,MQ,17,13,6,No,85,606,10,-87.8954,41.8271,-84.3319,33.8241,GA,IL,36-54
5526,San Jose,Phoenix,Gold,36,Female,1,2011,1,0.7143,Business travel,0,0,55,Eco Plus,3/3/2014,US,17,0,0,No,103,621,7,-111.97,33.4941,-121.9451,37.3298,CA,AZ,36-54
5530,Boston,Detroit,Gold,37,Female,2,2010,17,0.0286,Business travel,3,0,160,Eco,3/23/2014,DL,10,0,0,No,70,632,9,-83.2276,42.49,-71.1407,42.3731,MA,MI,36-54
5536,Albuquerque,Los Angeles,Blue,40,Female,1,2008,15,-0.25,Business travel,0,0,80,Eco,2/24/2014,MQ,19,0,0,No,83,677,10,-118.1043,33.9827,-106.6281,35.1434,NM,CA,36-54
5537,Elko,Salt Lake City,Blue,49,Female,0,2009,42,-0.7872,Personal Travel,1,45,60,Eco Plus,3/14/2014,OO,16,0,0,No,43,200,4,-111.9295,40.6408,-115.7728,40.8368,NV,UT,36-54
5540,Orlando,Chicago,Blue,36,Male,1,2008,40,-0.6,Business travel,2,95,30,Eco,1/25/2014,OU,16,0,0,No,113,1005,9,-87.8954,41.8271,-81.4112,28.5844,FL,IL,36-54
5542,Miami,New York,Blue,36,Male,1,2005,19,0.3091,Business travel,2,0,60,Eco,1/5/2014,AA,9,23,35,No,168,1096,7,-73.9702,40.7184,-80.2314,26.1756,FL,NY,36-54
5543,Atlanta,Denver,Blue,42,Male,1,2005,21,-0.5,Business travel,0,5,40,Eco,2/26/2014,WN,19,0,0,No,138,1199,9,-104.9551,39.7108,-84.3319,33.8241,GA,CO,36-54
5550,Las Vegas,Bellingham,Gold,51,Female,1,2008,10,-0.6667,Business travel,0,0,45,Eco,3/5/2014,AS,10,0,0,No,130,954,9,-122.4761,48.7728,-115.1672,36.1349,NV,WA,36-54
5556,Atlanta,San Antonio,Blue,46,Female,1,2008,0,1,Business travel,0,0,60,Business,3/8/2014,FL,10,0,0,No,105,874,8,-98.4754,29.5144,-84.3319,33.8241,GA,TX,36-54
5557,Kansas City,Chicago,Gold,37,Male,2,2005,35,-0.7949,Business travel,0,0,135,Business,3/12/2014,WN,18,10,5,No,64,405,10,-87.8954,41.8271,-94.5949,39.0398,MO,IL,36-54
5560,Kansas City,Orlando,Silver,38,Female,0,2011,0,1,Business travel,2,65,23,Eco,2/18/2014,WN,9,0,0,No,168,1072,8,-81.4112,28.5844,-94.5949,39.0398,MO,FL,36-54
5562,Chicago,Mobile,Blue,43,Female,1,2010,21,-0.5,Business travel,1,0,50,Eco,2/16/2014,EV,13,0,12,No,132,779,3,-88.1635,30.6674,-87.8954,41.8271,IL,AL,36-54
5563,Phoenix,San Francisco,Blue,42,Male,1,2009,55,-0.8033,Business travel,0,0,40,Eco,3/29/2014,US,15,0,0,No,89,651,9,-122.1585,37.6712,-111.97,33.4941,AZ,CA,36-54
5564,Kansas City,Atlanta,Silver,46,Female,1,2003,6,-0.5,Business travel,0,15,25,Eco,1/25/2014,FL,14,18,41,No,134,692,8,-84.3319,33.8241,-94.5949,39.0398,MO,GA,36-54
5567,Chicago,Philadelphia,Blue,43,Female,2,2011,29,-0.6111,Personal Travel,0,0,80,Eco,2/8/2014,US,7,0,0,No,116,678,8,-75.2984,39.9733,-87.8954,41.8271,IL,PA,36-54
5568,San Francisco,Seattle,Blue,44,Female,1,2003,0,1,Business travel,2,0,0,Eco,1/8/2014,OU,11,12,48,No,105,679,8,-122.2747,47.4684,-122.1585,37.6712,CA,WA,36-54
5570,Chicago,Kansas City,Blue,52,Female,1,2003,17,-0.2143,Personal Travel,3,60,55,Eco,1/12/2014,WN,15,7,0,No,59,405,7,-94.5949,39.0398,-87.8954,41.8271,IL,MO,36-54
5573,Tampa,Washington,Silver,40,Male,1,2009,13,-0.625,Business travel,0,0,75,Eco,2/20/2014,US,19,0,0,No,114,814,10,-77.1897,38.8974,-82.5132,28.0062,FL,DC,36-54
5576,Atlanta,Los Angeles,Silver,48,Male,1,2009,43,-0.72,Personal Travel,0,12,20,Eco,2/27/2014,DL,10,11,0,No,205,1947,8,-118.1043,33.9827,-84.3319,33.8241,GA,CA,36-54
5577,Akron,Atlanta,Gold,39,Female,1,2003,0,1,Business travel,1,10,135,Eco,1/27/2014,DL,20,0,0,No,68,528,9,-84.3319,33.8241,-81.4919,41.0662,OH,GA,36-54
5578,Jacksonville,Atlanta,Blue,52,Female,1,2011,36,-0.6744,Business travel,0,0,60,Eco,3/12/2014,DL,12,0,0,No,41,270,9,-84.3319,33.8241,-81.6427,30.2401,FL,GA,36-54
5579,Las Vegas,Houston,Blue,36,Male,1,2012,12,-0.2632,Business travel,2,3,47,Eco,2/25/2014,OU,7,0,2,No,183,1222,7,-95.3935,29.7843,-115.1672,36.1349,NV,TX,36-54
5581,Washington,Chicago,Blue,38,Female,1,2003,0,1,Business travel,0,0,240,Eco,3/13/2014,AA,17,0,0,No,77,612,8,-87.8954,41.8271,-77.1897,38.8974,DC,IL,36-54
5587,Philadelphia,Minneapolis,Blue,46,Female,3,2009,2,0.5,Business travel,1,0,30,Eco,1/6/2014,US,16,22,18,No,127,980,9,-93.2798,44.9782,-75.2984,39.9733,PA,MN,36-54
5589,Charlotte,Baltimore,Blue,46,Male,2,2010,17,-0.7895,Mileage tickets,0,0,45,Eco,3/26/2014,US,12,0,0,No,60,361,9,-76.6478,39.2341,-80.8158,35.2497,NC,MD,36-54
5592,Providence,Orlando,Blue,49,Male,1,2006,9,0.0526,Business travel,0,7,40,Eco,3/21/2014,B6,12,7,3,No,140,1072,10,-81.4112,28.5844,-71.3974,41.7763,RI,FL,36-54
5593,Minneapolis,Miami,Blue,47,Female,1,2003,20,-0.4815,Business travel,0,0,15,Eco,2/23/2014,DL,15,3,8,No,214,1501,7,-80.2314,26.1756,-93.2798,44.9782,MN,FL,36-54
5594,Portland,San Francisco,Blue,51,Male,1,2010,21,-0.4,Business travel,0,60,35,Business,2/20/2014,OU,20,0,0,No,82,550,8,-122.1585,37.6712,-122.6511,45.5204,OR,CA,36-54
5595,New York,Tampa,Silver,39,Female,1,2010,5,-0.25,Business travel,2,0,90,Eco,3/1/2014,MQ,10,8,5,No,131,1005,10,-82.5132,28.0062,-73.9702,40.7184,NY,FL,36-54
5601,Orlando,Milwaukee,Silver,37,Female,1,2008,20,0.1667,Personal Travel,2,0,140,Eco,3/1/2014,WN,7,18,26,No,129,1066,8,-88.1005,43.0557,-81.4112,28.5844,FL,WI,36-54
5603,Chicago,Minneapolis,Blue,38,Female,1,2012,0,1,Business travel,2,0,95,Eco,2/20/2014,WN,6,0,0,No,70,349,10,-93.2798,44.9782,-87.8954,41.8271,IL,MN,36-54
5605,Denver,Las Vegas,Silver,46,Male,0,2004,20,-0.8182,Business travel,1,110,45,Eco,2/23/2014,WN,6,0,0,No,80,628,8,-115.1672,36.1349,-104.9551,39.7108,CO,NV,36-54
5607,San Diego,Salt Lake City,Blue,51,Male,1,2006,18,-0.3333,Business travel,0,0,110,Eco,3/19/2014,DL,15,0,0,No,83,626,9,-111.9295,40.6408,-117.1288,32.9287,CA,UT,36-54
5609,Atlanta,San Antonio,Blue,53,Female,1,2010,57,-0.7015,Personal Travel,0,0,20,Eco,3/30/2014,DL,16,0,12,No,118,874,1,-98.4754,29.5144,-84.3319,33.8241,GA,TX,36-54
5610,Manchester,Chicago,Blue,47,Female,1,2007,0,1,Business travel,2,110,75,Eco,2/7/2014,WN,20,23,4,No,93,838,5,-87.8954,41.8271,-71.4797,42.991,NH,IL,36-54
5613,Akron,Boston,Blue,46,Female,2,2012,21,-0.5556,Mileage tickets,0,0,30,Eco,3/29/2014,FL,16,1,1,No,90,549,8,-71.1407,42.3731,-81.4919,41.0662,OH,MA,36-54
5616,San Francisco,Houston,Blue,51,Female,1,2009,22,-0.6923,Business travel,0,10,60,Eco,3/1/2014,OU,16,0,0,No,227,1635,8,-95.3935,29.7843,-122.1585,37.6712,CA,TX,36-54
5617,San Jose,Los Angeles,Gold,48,Female,1,2005,36,-0.6744,Business travel,0,60,90,Eco,1/26/2014,WN,9,0,0,No,47,308,10,-118.1043,33.9827,-121.9451,37.3298,CA,CA,36-54
5620,Atlanta,Orlando,Blue,40,Male,0,2011,50,-0.8519,Personal Travel,1,8,22,Eco,1/6/2014,DL,12,7,0,No,61,404,7,-81.4112,28.5844,-84.3319,33.8241,GA,FL,36-54
5622,Chicago,San Diego,Platinum,42,Female,2,2008,10,0.375,Business travel,2,15,105,Eco,1/10/2014,AA,12,NA,NA,Yes,0,1723,5,-117.1288,32.9287,-87.8954,41.8271,IL,CA,36-54
5626,New York,Phoenix,Blue,38,Male,2,2012,38,-0.617,Business travel,0,0,90,Business,2/17/2014,US,16,0,0,No,242,2153,10,-111.97,33.4941,-73.9702,40.7184,NY,AZ,36-54
5628,New York,Washington,Platinum,36,Female,1,2007,0,1,Business travel,1,60,105,Eco,1/24/2014,EV,17,0,0,No,51,228,9,-77.1897,38.8974,-73.9702,40.7184,NY,DC,36-54
5631,Chicago,Denver,Blue,49,Female,1,2003,9,-0.2,Business travel,0,0,25,Eco,3/26/2014,WN,12,7,12,No,122,895,9,-104.9551,39.7108,-87.8954,41.8271,IL,CO,36-54
5633,Cleveland,Atlanta,Blue,50,Female,1,2004,52,-0.8571,Mileage tickets,2,0,30,Eco,1/21/2014,OO,18,0,3,No,85,554,1,-84.3319,33.8241,-81.6054,41.4436,OH,GA,36-54
5634,Buffalo,New York,Blue,42,Female,1,2006,23,-0.2778,Mileage tickets,1,0,26,Business,3/17/2014,B6,16,0,0,No,61,301,9,-73.9702,40.7184,-78.8237,42.9249,NY,NY,36-54
5643,Miami,New York,Blue,40,Female,1,2003,39,-0.5294,Business travel,1,5,20,Eco,1/7/2014,AA,17,178,175,No,171,1089,6,-73.9702,40.7184,-80.2314,26.1756,FL,NY,36-54
5648,Atlanta,Memphis,Blue,52,Male,1,2010,18,-0.3333,Business travel,0,0,90,Eco,1/11/2014,DL,17,1,0,No,49,332,10,-89.9179,35.0951,-84.3319,33.8241,GA,TN,36-54
5649,Washington,Atlanta,Gold,37,Female,0,2003,0,1,Business travel,1,0,0,Eco,2/11/2014,DL,12,12,7,No,69,534,8,-84.3319,33.8241,-77.1897,38.8974,DC,GA,36-54
5650,Chicago,Baltimore,Silver,39,Female,2,2008,0,1,Mileage tickets,2,120,105,Eco,3/31/2014,WN,10,7,0,No,93,611,10,-76.6478,39.2341,-87.8954,41.8271,IL,MD,36-54
5651,Philadelphia,Chicago,Silver,36,Male,1,2006,30,0.0625,Personal Travel,2,0,60,Eco,1/11/2014,AA,13,15,49,No,103,678,7,-87.8954,41.8271,-75.2984,39.9733,PA,IL,36-54
5652,Orlando,Atlanta,Blue,46,Female,1,2012,0,1,Business travel,2,0,50,Business,2/24/2014,WN,10,8,10,No,65,404,7,-84.3319,33.8241,-81.4112,28.5844,FL,GA,36-54
5653,Washington,Atlanta,Blue,52,Female,0,2012,4,-0.3333,Business travel,0,0,20,Eco,3/7/2014,DL,16,12,10,No,83,547,7,-84.3319,33.8241,-77.1897,38.8974,DC,GA,36-54
5655,Atlanta,Memphis,Blue,44,Female,1,2003,2,0.75,Business travel,2,0,50,Eco,1/13/2014,DL,11,0,4,No,52,332,9,-89.9179,35.0951,-84.3319,33.8241,GA,TN,36-54
5657,Richmond,Charlotte,Blue,50,Male,1,2010,26,-0.5758,Business travel,0,45,25,Eco,1/15/2014,US,12,16,22,No,42,257,8,-80.8158,35.2497,-77.488,37.4779,VA,NC,36-54
5660,Wichita,Denver,Blue,47,Male,1,2004,19,-0.9,Business travel,0,60,465,Eco,2/21/2014,OO,9,3,40,No,52,420,1,-104.9551,39.7108,-97.3273,37.6797,KS,CO,36-54
5664,St. Louis,Kansas City,Silver,47,Male,1,2005,0,1,Business travel,1,0,105,Eco,3/18/2014,WN,7,0,0,No,36,237,8,-94.5949,39.0398,-90.3409,38.6307,MO,MO,36-54
5670,Sacramento,Seattle,Blue,38,Male,1,2005,5,0.7436,Business travel,2,30,130,Eco,2/22/2014,WN,17,51,38,No,80,605,10,-122.2747,47.4684,-121.3247,38.6386,CA,WA,36-54
5671,Tulsa,Dallas,Silver,37,Male,1,2005,25,-0.5625,Business travel,2,50,40,Eco,3/28/2014,WN,7,115,103,No,37,237,7,-96.972,32.8127,-95.9013,36.1054,OK,TX,36-54
5678,Los Angeles,Phoenix,Silver,46,Female,2,2003,10,-0.3333,Business travel,1,0,85,Eco,2/3/2014,OO,10,0,0,No,65,370,10,-111.97,33.4941,-118.1043,33.9827,CA,AZ,36-54
5681,Boston,Washington,Silver,48,Male,2,2009,6,0.25,Business travel,4,60,90,Eco,1/21/2014,B6,12,0,8,No,57,399,10,-77.1897,38.8974,-71.1407,42.3731,MA,DC,36-54
5684,Twin Falls,Salt Lake City,Blue,48,Male,0,2005,63,-0.7746,Business travel,0,0,0,Eco,1/2/2014,OO,20,0,0,No,36,175,8,-111.9295,40.6408,-114.4541,42.5615,ID,UT,36-54
5688,Chicago,Salt Lake City,Blue,37,Male,1,2009,53,-0.9273,Business travel,0,0,125,Eco,1/12/2014,WN,8,6,5,No,150,1259,9,-111.9295,40.6408,-87.8954,41.8271,IL,UT,36-54
5691,Denver,St. Louis,Silver,40,Male,1,2003,30,-0.2766,Business travel,1,180,95,Business,1/13/2014,F9,18,0,0,No,112,770,10,-90.3409,38.6307,-104.9551,39.7108,CO,MO,36-54
5698,Philadelphia,Atlanta,Silver,37,Male,1,2008,7,0.2222,Business travel,3,0,105,Eco,1/9/2014,DL,12,0,0,No,84,666,10,-84.3319,33.8241,-75.2984,39.9733,PA,GA,36-54
5699,Tampa,New York,Blue,53,Female,1,2008,13,-0.625,Business travel,0,0,15,Eco,1/15/2014,B6,8,0,24,No,176,1005,8,-73.9702,40.7184,-82.5132,28.0062,FL,NY,36-54
5700,Salt Lake City,San Francisco,Blue,39,Male,2,2003,0,1,Business travel,2,15,30,Eco,1/15/2014,OO,10,0,0,No,86,599,7,-122.1585,37.6712,-111.9295,40.6408,UT,CA,36-54
5704,New York,Orlando,Blue,39,Female,2,2007,18,-0.5652,Business travel,4,165,105,Eco,3/23/2014,DL,8,2,0,No,125,950,10,-81.4112,28.5844,-73.9702,40.7184,NY,FL,36-54
5705,Orlando,Minneapolis,Gold,52,Female,1,2003,3,0.5385,Business travel,0,325,55,Eco,1/26/2014,DL,10,37,47,No,154,1310,10,-93.2798,44.9782,-81.4112,28.5844,FL,MN,36-54
5706,Pensacola,Atlanta,Blue,50,Female,1,2012,40,-0.9048,Personal Travel,0,75,50,Eco,3/30/2014,DL,17,0,0,No,43,271,4,-84.3319,33.8241,-87.2534,30.4853,FL,GA,36-54
5708,Boston,Charlotte,Silver,37,Female,2,2003,0,1,Business travel,0,0,0,Eco,2/26/2014,US,22,0,0,No,88,728,9,-80.8158,35.2497,-71.1407,42.3731,MA,NC,36-54
5718,Washington,New York,Blue,47,Male,1,2011,29,-0.6571,Business travel,0,150,120,Eco,2/25/2014,US,16,0,0,No,45,214,9,-73.9702,40.7184,-77.1897,38.8974,DC,NY,36-54
5720,Fresno,Seattle,Gold,49,Female,1,2005,15,-0.0714,Personal Travel,3,120,50,Eco,2/23/2014,OO,11,0,0,No,96,748,7,-122.2747,47.4684,-119.7611,36.7878,CA,WA,36-54
5722,Los Angeles,Aspen,Silver,39,Female,2,2007,3,0.7273,Mileage tickets,1,15,60,Eco,3/5/2014,OO,12,0,0,No,108,737,10,-106.8403,39.1993,-118.1043,33.9827,CA,CO,36-54
5723,Sacramento,Los Angeles,Silver,53,Male,2,2010,30,-0.875,Business travel,0,30,20,Eco,1/17/2014,OO,8,0,0,No,59,373,10,-118.1043,33.9827,-121.3247,38.6386,CA,CA,36-54
5726,Houston,Corpus Christi,Silver,44,Male,1,2010,9,0.2174,Business travel,2,0,20,Eco,2/15/2014,EV,5,0,0,No,34,201,4,-97.4126,27.7453,-95.3935,29.7843,TX,TX,36-54
5727,Boston,Chicago,Blue,51,Female,2,2010,47,-0.7091,Business travel,0,0,30,Eco,3/1/2014,WN,20,96,103,No,101,861,7,-87.8954,41.8271,-71.1407,42.3731,MA,IL,36-54
5728,Houston,Tampa,Blue,47,Male,1,2009,34,-0.8378,Business travel,0,27,52,Eco,2/12/2014,OU,11,1,40,No,136,787,9,-82.5132,28.0062,-95.3935,29.7843,TX,FL,36-54
5731,Atlanta,Los Angeles,Silver,40,Male,1,2012,17,-0.0303,Personal Travel,3,0,165,Eco,1/7/2014,WN,13,36,19,No,222,1947,7,-118.1043,33.9827,-84.3319,33.8241,GA,CA,36-54
5733,Denver,Madison,Gold,51,Male,1,2011,10,0.3548,Business travel,2,20,120,Eco,3/7/2014,F9,18,12,30,No,135,826,5,-89.4299,43.0874,-104.9551,39.7108,CO,WI,36-54
5736,Los Angeles,New York,Gold,43,Female,1,2003,12,-0.2,Business travel,2,0,100,Eco,2/11/2014,AA,13,0,0,No,346,2475,10,-73.9702,40.7184,-118.1043,33.9827,CA,NY,36-54
5737,Detroit,Boston,Silver,41,Female,1,2003,0,1,Personal Travel,2,15,75,Eco,3/23/2014,DL,10,0,0,No,110,632,9,-71.1407,42.3731,-83.2276,42.49,MI,MA,36-54
5740,Los Angeles,Las Vegas,Blue,47,Female,2,2004,20,-0.3793,Mileage tickets,1,0,30,Eco Plus,2/27/2014,DL,6,0,5,No,47,236,9,-115.1672,36.1349,-118.1043,33.9827,CA,NV,36-54
5743,Anchorage,Kahului,Silver,49,Male,1,2007,7,-0.1667,Business travel,3,30,45,Eco,2/9/2014,AS,14,8,0,No,333,2797,10,-156.4779,20.8864,-149.8472,61.1679,AK,HI,36-54
5744,Atlanta,Boston,Gold,42,Female,1,2006,10,-0.1111,Business travel,0,140,80,Business,1/17/2014,DL,7,0,6,No,164,946,10,-71.1407,42.3731,-84.3319,33.8241,GA,MA,36-54
5748,Sioux Falls,Minneapolis,Blue,53,Female,1,2004,32,-0.6842,Personal Travel,0,60,75,Eco,2/23/2014,OO,15,0,0,No,38,196,7,-93.2798,44.9782,-96.7356,43.5335,SD,MN,36-54
5750,Atlanta,Columbus,Blue,51,Female,1,2012,43,-0.7551,Personal Travel,0,20,50,Eco,3/8/2014,DL,14,0,0,No,68,447,7,-82.9685,40.0212,-84.3319,33.8241,GA,OH,36-54
5753,San Francisco,Seattle,Blue,40,Female,2,2012,20,-0.2121,Personal Travel,1,70,130,Eco,2/3/2014,AS,6,0,0,No,86,679,5,-122.2747,47.4684,-122.1585,37.6712,CA,WA,36-54
5761,Chicago,Washington,Blue,41,Female,0,2004,7,0,Mileage tickets,3,0,15,Eco,1/27/2014,OU,7,3,15,No,106,612,6,-77.1897,38.8974,-87.8954,41.8271,IL,DC,36-54
5768,Tulsa,Chicago,Blue,53,Female,2,2005,17,-0.619,Business travel,1,0,15,Eco,2/6/2014,MQ,10,11,18,No,110,585,6,-87.8954,41.8271,-95.9013,36.1054,OK,IL,36-54
5771,Houston,Orlando,Blue,37,Female,1,2005,1,0.9,Business travel,1,0,50,Eco,2/19/2014,WN,11,22,8,No,130,849,7,-81.4112,28.5844,-95.3935,29.7843,TX,FL,36-54
5773,Baltimore,Charlotte,Blue,42,Male,2,2006,6,0.7273,Business travel,3,0,75,Eco,3/9/2014,US,14,0,0,No,58,361,10,-80.8158,35.2497,-76.6478,39.2341,MD,NC,36-54
5774,Denver,El Paso,Blue,48,Male,2,2008,12,-0.5,Business travel,1,0,46,Eco,2/10/2014,EV,12,77,79,No,88,563,6,-106.389,31.7802,-104.9551,39.7108,CO,TX,36-54
5776,Las Vegas,San Jose,Blue,38,Female,2,2010,50,-0.7241,Mileage tickets,0,0,60,Eco,1/10/2014,WN,14,25,17,No,60,386,2,-121.9451,37.3298,-115.1672,36.1349,NV,CA,36-54
5780,Washington,Chicago,Blue,45,Male,1,2004,4,0.5294,Business travel,2,10,15,Business,1/19/2014,OU,10,0,0,No,74,589,10,-87.8954,41.8271,-77.1897,38.8974,DC,IL,36-54
5781,Phoenix,Philadelphia,Blue,39,Male,1,2003,3,0.3333,Mileage tickets,1,0,60,Eco,1/20/2014,WN,17,21,9,No,305,2075,9,-75.2984,39.9733,-111.97,33.4941,AZ,PA,36-54
5785,Philadelphia,St. Louis,Gold,40,Female,1,2009,7,0.2222,Business travel,2,0,80,Eco Plus,2/14/2014,WN,19,37,21,No,100,814,10,-90.3409,38.6307,-75.2984,39.9733,PA,MO,36-54
5787,New York,Atlanta,Silver,52,Female,2,2007,26,-0.7333,Business travel,0,0,60,Eco Plus,1/21/2014,DL,6,0,0,No,97,762,10,-84.3319,33.8241,-73.9702,40.7184,NY,GA,36-54
5790,Denver,San Francisco,Blue,42,Female,1,2009,36,-0.8462,Business travel,1,157,1,Eco,3/29/2014,WN,18,2,0,No,111,967,7,-122.1585,37.6712,-104.9551,39.7108,CO,CA,36-54
5791,Sacramento,Los Angeles,Blue,39,Female,2,2006,10,-0.4286,Personal Travel,2,5,45,Eco,1/22/2014,OO,11,0,0,No,62,373,9,-118.1043,33.9827,-121.3247,38.6386,CA,CA,36-54
5792,Washington,Boston,Blue,45,Female,1,2006,16,-0.7778,Business travel,0,0,60,Eco,1/19/2014,B6,19,0,0,No,73,399,9,-71.1407,42.3731,-77.1897,38.8974,DC,MA,36-54
5796,San Francisco,Reno,Blue,44,Female,1,2009,15,-0.7647,Business travel,0,60,17,Business,1/10/2014,OO,14,23,13,No,47,192,9,-119.7959,39.5326,-122.1585,37.6712,CA,NV,36-54
